director_name,genres,actor_1_name,actor_2_name,actor_3_name,movie_title,language
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman,Christopher Lee,Hayden Christensen,star wars: episode iii - revenge of the sith,English
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman,Christopher Lee,Hayden Christensen,star wars: episode ii - attack of the clones,English
Pete Docter,Adventure Animation Comedy Family Fantasy,Steve Buscemi,John Ratzenberger,James Coburn,"monsters, inc.",English
James Mangold,Action Adventure Sci-Fi Thriller,Hugh Jackman,Tao Okamoto,Rila Fukushima,the wolverine,English
George Lucas,Action Adventure Fantasy Sci-Fi,Natalie Portman,Liam Neeson,Ian McDiarmid,star wars: episode i - the phantom menace,English
Kirk De Micco,Adventure Animation Comedy Family Fantasy,Ryan Reynolds,Emma Stone,Nicolas Cage,the croods,English
Frédéric Forestier,Adventure Comedy Family Fantasy,Alain Delon,Santiago Segura,Vanessa Hessler,asterix at the olympic games,French
John Woo,Action Drama War,Nicolas Cage,Roger Willie,Noah Emmerich,windtalkers,English
Cedric Nicolas-Troyan,Action Adventure Drama Fantasy,Chris Hemsworth,Sam Claflin,Charlize Theron,the huntsman: winter's war,English
Jonathan Liebesman,Action Adventure Comedy Sci-Fi,Noel Fisher,Danny Woodburn,Jeremy Howard,teenage mutant ninja turtles,English
Alfonso Cuarón,Adventure Drama Sci-Fi Thriller,Phaldut Sharma,Basher Savage,Amy Warren,gravity,English
Roger Donaldson,Action Adventure Thriller,Jamie Renée Smith,Grant Heslov,Tzi Ma,dante's peak,English
Dave Green,Action Adventure Comedy Sci-Fi,Stephen Amell,Noel Fisher,Brad Garrett,teenage mutant ninja turtles: out of the shadows,English
Josh Trank,Action Adventure Sci-Fi,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,fantastic four,English
Shawn Levy,Action Adventure Comedy Family Fantasy,Robin Williams,Rami Malek,Steve Coogan,night at the museum,English
Brad Peyton,Action Adventure Drama Thriller,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,san andreas,English
Roger Spottiswoode,Action Adventure Thriller,Vincent Schiavelli,Colin Salmon,Joe Don Baker,tomorrow never dies,English
Roland Emmerich,Action Drama History War,Heath Ledger,Adam Baldwin,Tom Wilkinson,the patriot,English
Steven Soderbergh,Crime Thriller,Brad Pitt,Julia Roberts,Mini Anden,ocean's twelve,English
Doug Liman,Action Comedy Crime Romance Thriller,Brad Pitt,Angelina Jolie Pitt,Stephanie March,mr. & mrs. smith,English
Robert Schwentke,Adventure Sci-Fi Thriller,Kate Winslet,Theo James,Mekhi Phifer,insurgent,English
Martin Scorsese,Biography Drama,Leonardo DiCaprio,Adam Scott,Frances Conroy,the aviator,English
Rob Letterman,Adventure Comedy Family Fantasy,James Corden,Catherine Tate,Olly Alexander,gulliver's travels,English
Michel Gondry,Action Comedy Crime Sci-Fi Thriller,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,the green hornet,English
unknown,Action Adventure Crime,George Peppard,Dirk Benedict,Dwight Schultz,the a-team            ,English
Noam Murro,Action Drama Fantasy War,Eva Green,Sullivan Stapleton,Peter Mensah,300: rise of an empire,English
Raja Gosnell,Adventure Animation Comedy Family Fantasy,Mahadeo Shivraj,Tim Gunn,Madison McKinley,the smurfs,English
Will Finn,Animation Comedy Family Music Western,Steve Buscemi,Roseanne Barr,G.W. Bailey,home on the range,English
Robert Schwentke,Action Adventure Mystery Sci-Fi Thriller,Naomi Watts,Theo James,Zoë Kravitz,allegiant,English
Shawn Levy,Action Drama Sci-Fi Sport,Hugh Jackman,Torey Michael Adkins,Olga Fonda,real steel,English
Raja Gosnell,Adventure Animation Comedy Family Fantasy,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,the smurfs 2,English
Jan de Bont,Action Crime Romance Thriller,Jason Patric,Temuera Morrison,Lois Chiles,speed 2: cruise control,English
Gavin Hood,Action Sci-Fi,Harrison Ford,Moises Arias,Aramis Knight,ender's game,English
Len Wiseman,Action Adventure Thriller,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,live free or die hard,English
Peter Jackson,Action Adventure Drama Fantasy,Christopher Lee,Orlando Bloom,Billy Boyd,the lord of the rings: the fellowship of the ring,English
Frank Coraci,Action Adventure Comedy,Jim Broadbent,Steve Coogan,Cécile De France,around the world in 80 days,English
Michael Mann,Biography Drama Sport,Will Smith,Jada Pinkett Smith,Joe Morton,ali,English
Bo Welch,Adventure Comedy Family Fantasy,Sean Hayes,Kelly Preston,Spencer Breslin,the cat in the hat,English
Alex Proyas,Action Mystery Sci-Fi Thriller,Will Smith,Bruce Greenwood,Chi McBride,"i, robot",English
Ridley Scott,Action Adventure Drama History War,Liam Neeson,Orlando Bloom,Philip Glenister,kingdom of heaven,English
Rob Minkoff,Adventure Comedy Family Fantasy,Chazz Palminteri,Nathan Lane,Jeffrey Jones,stuart little,English
Ron Clements,Animation Family Fantasy Musical Romance,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,the princess and the frog,English
Ridley Scott,Adventure Drama Sci-Fi,Matt Damon,Donald Glover,Benedict Wong,the martian,English
Christopher Barnard,Comedy,Mathew Buck,unknown,unknown,"10,000 b.c.            ",unknown
Michael Bay,Action Adventure Romance Sci-Fi Thriller,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,the island,English
Peter Chelsom,Comedy Romance,Del Zamora,Warren Beatty,Garry Shandling,town & country,English
Dominic Sena,Action Crime Thriller,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,gone in sixty seconds,English
Ridley Scott,Action Drama Romance,Djimon Hounsou,Connie Nielsen,Oliver Reed,gladiator,English
Steven Spielberg,Action Mystery Sci-Fi Thriller,Tom Cruise,Frank Grillo,Jessica Capshaw,minority report,English
Chris Columbus,Adventure Family Fantasy Mystery,Daniel Radcliffe,Rupert Grint,Emma Watson,harry potter and the chamber of secrets,English
Martin Campbell,Action Adventure Thriller,Eva Green,Tobias Menzies,Ivana Milicevic,casino royale,English
Tim Burton,Action Adventure Sci-Fi Thriller,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,planet of the apes,English
James Cameron,Action Sci-Fi,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,terminator 2: judgment day,English
Michael Mann,Biography Crime Drama History Romance,Johnny Depp,Christian Bale,Stephen Graham,public enemies,English
Ridley Scott,Biography Crime Drama,Denzel Washington,Ruby Dee,RZA,american gangster,English
James Cameron,Action Comedy Thriller,Jamie Lee Curtis,Tia Carrere,Tom Arnold,true lies,English
Tony Scott,Action Crime Thriller,Denzel Washington,Ramon Rodriguez,Michael Rispoli,the taking of pelham 1 2 3,English
Paul Weitz,Comedy Romance,Robert De Niro,Blythe Danner,Teri Polo,little fockers,English
Adam McKay,Action Comedy Crime,Dwayne Johnson,Will Ferrell,Derek Jeter,the other guys,English
Chuck Russell,Action Drama Mystery Thriller,Vanessa Williams,James Coburn,Roma Maffia,eraser,English
Quentin Tarantino,Drama Western,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,django unchained,English
Gary Trousdale,Animation Drama Family Musical Romance,Demi Moore,Jason Alexander,Bill Fagerbakke,the hunchback of notre dame,English
Mark Dindal,Adventure Animation Comedy Family Fantasy,Eartha Kitt,Wendie Malick,John Fiedler,the emperor's new groove,English
Simon West,Action Adventure Thriller,Jason Statham,Sylvester Stallone,Bruce Willis,the expendables 2,English
Jon Turteltaub,Action Adventure Comedy Family Mystery,Nicolas Cage,Armando Riesco,Annie Parisse,national treasure,English
Stefen Fangmeier,Action Adventure Family Fantasy,Djimon Hounsou,Ed Speleers,Gary Lewis,eragon,English
Spike Jonze,Adventure Drama Family Fantasy,Catherine O'Hara,Ryan Corr,Max Records,where the wild things are,English
Joe Wright,Adventure Family Fantasy,Hugh Jackman,Cara Delevingne,Nonso Anozie,pan,English
Chris Wedge,Adventure Animation Family Fantasy,Josh Hutcherson,Emma Kenney,Troy Evans,epic,English
Florian Henckel von Donnersmarck,Action Romance Thriller,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,the tourist,English
Peter Hyams,Action Fantasy Horror Mystery,CCH Pounder,Mark Margolis,Udo Kier,end of days,English
Edward Zwick,Adventure Drama Thriller,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,blood diamond,English
Martin Scorsese,Biography Comedy Crime Drama,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,the wolf of wall street,English
Joel Schumacher,Action Adventure Fantasy,Michael Gough,Rene Auberjonois,Debi Mazar,batman forever,English
Paul Verhoeven,Action Sci-Fi War,Jake Busey,Patrick Muldoon,Seth Gilliam,starship troopers,English
Tom Tykwer,Drama Sci-Fi,Tom Hanks,Jim Sturgess,Jim Broadbent,cloud atlas,English
Zack Snyder,Action Adventure Animation Family Fantasy,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,legend of the guardians: the owls of ga'hoole,English
Pitof,Action Crime Fantasy Romance Thriller,Frances Conroy,Christopher Heyerdahl,Alex Borstein,catwoman,English
Brett Ratner,Action Adventure,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,hercules,English
Ron Clements,Adventure Animation Family Sci-Fi,Joseph Gordon-Levitt,Martin Short,Michael Wincott,treasure planet,English
Brad Silberling,Adventure Comedy Sci-Fi,Will Ferrell,Anna Friel,Bobb'e J. Thompson,land of the lost,English
Patrick Hughes,Action Adventure Thriller,Jason Statham,Sylvester Stallone,Harrison Ford,the expendables 3,English
Ericson Core,Action Crime Sport Thriller,Ray Winstone,Edgar Ramírez,Delroy Lindo,point break,English
Lawrence Guterman,Comedy Family Fantasy,Jamie Kennedy,Traylor Howard,Ben Stein,son of the mask,English
Ron Howard,Action Adventure Biography Drama History Thriller,Chris Hemsworth,Benjamin Walker,Frank Dillane,in the heart of the sea,English
Ron Underwood,Action Comedy Sci-Fi,Rosario Dawson,Randy Quaid,Burt Young,the adventures of pluto nash,English
Paul Greengrass,Action Drama Thriller War,Matt Damon,Sean Huze,Igal Naor,green zone,English
Steve Martino,Adventure Animation Comedy Family,Francesca Capaldi,Venus Schultheis,Bill Melendez,the peanuts movie,English
David Mamet,Drama Mystery Thriller,Ben Gazzara,Felicity Huffman,Campbell Scott,the spanish prisoner,English
Stephen Sommers,Action Adventure Fantasy Thriller,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,the mummy returns,English
Martin Scorsese,Crime Drama,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,gangs of new york,English
Yimou Zhang,Drama History Romance War,Christian Bale,Ni Ni,Shigeo Kobayashi,the flowers of war,Mandarin
Ash Brannon,Animation Comedy Family Sport,Jeff Bridges,Zooey Deschanel,Jon Heder,surf's up,English
Frank Oz,Comedy Sci-Fi Thriller,Jon Lovitz,Matthew Broderick,Roger Bart,the stepford wives,English
Ridley Scott,Drama History War,Ioan Gruffudd,Sam Shepard,Ewen Bremner,black hawk down,English
Jay Roach,Comedy,Will Ferrell,Thomas Middleditch,Katherine LaNasa,the campaign,English
Luc Besson,Action Adventure Sci-Fi,Milla Jovovich,Bruce Willis,Gary Oldman,the fifth element,English
Michael Patrick King,Comedy Drama Romance,Chris Noth,Liza Minnelli,Kristin Davis,sex and the city 2,English
Bibo Bergeron,Adventure Animation Comedy Family Romance,Frank Welker,Rosie Perez,Elton John,the road to el dorado,English
Steve Martino,Adventure Animation Comedy Family,Peter Dinklage,Josh Gad,Drake,ice age: continental drift,English
Kenneth Branagh,Drama Family Fantasy Romance,Hayley Atwell,Derek Jacobi,Lily James,cinderella,English
Peter Jackson,Drama Fantasy Thriller,Michael Imperioli,AJ Michalka,Tom McCarthy,the lovely bones,English
Andrew Stanton,Adventure Animation Comedy Family,Alexander Gould,Stephen Root,Brad Garrett,finding nemo,English
Peter Jackson,Action Adventure Drama Fantasy,Orlando Bloom,Billy Boyd,Bernard Hill,the lord of the rings: the return of the king,English
Peter Jackson,Action Adventure Drama Fantasy,Christopher Lee,Orlando Bloom,Billy Boyd,the lord of the rings: the two towers,English
Sergey Bodrov,Action Adventure Fantasy,Jeff Bridges,Djimon Hounsou,Olivia Williams,seventh son,English
Simon West,Action Adventure Fantasy Thriller,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,lara croft: tomb raider,English
Wally Pfister,Drama Mystery Romance Sci-Fi Thriller,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,transcendence,English
Joe Johnston,Action Adventure Sci-Fi Thriller,Michael Jeter,Trevor Morgan,Alessandro Nivola,jurassic park iii,English
Rupert Wyatt,Action Drama Sci-Fi Thriller,James Franco,David Oyelowo,Tyler Labine,rise of the planet of the apes,English
Mark Waters,Adventure Family Fantasy,Martin Short,Tod Fennell,Joan Plowright,the spiderwick chronicles,English
John Moore,Action Thriller,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,a good day to die hard,English
John Lee Hancock,Drama History War Western,Dennis Quaid,Marc Blucas,Jordi Mollà,the alamo,English
Brad Bird,Action Adventure Animation Family,Holly Hunter,Craig T. Nelson,Lou Romano,the incredibles,English
Renny Harlin,Action Adventure Comedy,Christopher Masterson,Frank Langella,Matthew Modine,cutthroat island,English
Chris Columbus,Adventure Family Fantasy,Logan Lerman,Rosario Dawson,Steve Coogan,percy jackson & the olympians: the lightning thief,English
Barry Sonnenfeld,Adventure Comedy Family Mystery Sci-Fi,Will Smith,Rip Torn,Linda Fiorentino,men in black,English
John Lasseter,Adventure Animation Comedy Family Fantasy,Tom Hanks,John Ratzenberger,Wayne Knight,toy story 2,English
Tony Scott,Action Thriller,Denzel Washington,Rosario Dawson,Ethan Suplee,unstoppable,English
Brett Ratner,Action Comedy Crime Thriller,Mei Melançon,John Lone,Harris Yulin,rush hour 2,English
Robert Zemeckis,Drama Fantasy Horror Mystery Thriller,Harrison Ford,Amber Valletta,Miranda Otto,what lies beneath,English
Phil Lord,Animation Comedy Family Sci-Fi,Will Forte,Bobb'e J. Thompson,Al Roker,cloudy with a chance of meatballs,English
Carlos Saldanha,Action Adventure Animation Comedy Family,Denis Leary,Maile Flanagan,Kelly Keaton,ice age: dawn of the dinosaurs,English
Ben Stiller,Adventure Comedy Drama Fantasy Romance,Adam Scott,Adrian Martinez,Joey Slotnick,the secret life of walter mitty,English
McG,Action Adventure Comedy Crime Thriller,Bill Murray,LL Cool J,Kelly Lynch,charlie's angels,English
Martin Scorsese,Crime Drama Thriller,Leonardo DiCaprio,Matt Damon,Ray Winstone,the departed,English
Tony Bancroft,Adventure Animation Family Fantasy Musical War,Ming-Na Wen,Harvey Fierstein,June Foray,mulan,English
Ben Stiller,Action Comedy,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,tropic thunder,English
David Fincher,Crime Drama Mystery Thriller,Robin Wright,Goran Visnjic,Joely Richardson,the girl with the dragon tattoo,English
John McTiernan,Action Adventure Thriller,Bruce Willis,Aldis Hodge,Kevin Chamberlin,die hard with a vengeance,English
Guy Ritchie,Action Adventure Crime Mystery Thriller,Robert Downey Jr.,Eddie Marsan,Robert Maillet,sherlock holmes,English
Timur Bekmambetov,Adventure Drama History,Morgan Freeman,Ayelet Zurer,Moises Arias,ben-hur,English
Gary Trousdale,Action Adventure Animation Family Fantasy Sci-Fi,Leonard Nimoy,Jim Varney,Cree Summer,atlantis: the lost empire,English
Walt Becker,Adventure Animation Comedy Family Fantasy Music,Bella Thorne,Joshua Mikel,Jesse McCartney,alvin and the chipmunks: the road chip,English
Bryan Singer,Drama History Thriller War,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,valkyrie,English
Dennis Dugan,Action Comedy,Adam Sandler,Sayed Badreya,Kevin Nealon,you don't mess with the zohan,English
Chris Columbus,Action Animation Comedy Sci-Fi,Peter Dinklage,Adam Sandler,Josh Gad,pixels,English
Steven Spielberg,Adventure Drama Sci-Fi,Haley Joel Osment,William Hurt,Kevin Sussman,a.i. artificial intelligence,English
Rob Minkoff,Comedy Family Fantasy Horror Mystery,Marsha Thomason,Rachael Harris,Marc John Jefferies,the haunted mansion,English
Robert Zemeckis,Drama Mystery Sci-Fi Thriller,Matthew McConaughey,Tom Skerritt,Larry King,contact,English
Paul Verhoeven,Action Horror Sci-Fi Thriller,Greg Grunberg,Kim Dickens,Joey Slotnick,hollow man,English
Sydney Pollack,Crime Mystery Thriller,Curtiss Cook,George Harris,Michael Wright,the interpreter,Aboriginal
Thor Freudenthal,Adventure Family Fantasy,Logan Lerman,Leven Rambin,Brandon T. Jackson,percy jackson: sea of monsters,English
Jan de Bont,Action Adventure Fantasy,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,lara croft tomb raider: the cradle of life,English
Jon M. Chu,Action Adventure Comedy Crime Mystery Thriller,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,now you see me 2,English
Phillip Noyce,Action Adventure Romance Sci-Fi Thriller,Alun Armstrong,Michael Byrne,Velibor Topic,the saint,English
Tony Scott,Action Crime Thriller,Brad Pitt,Stephen Dillane,Catherine McCormack,spy game,English
Brian De Palma,Adventure Sci-Fi Thriller,Don Cheadle,Connie Nielsen,Kim Delaney,mission to mars,English
Carlos Saldanha,Adventure Animation Comedy Family Musical,Anne Hathaway,Wanda Sykes,Will.i.am,rio,English
Chris Columbus,Comedy Drama Sci-Fi,Robin Williams,Oliver Platt,John Michael Higgins,bicentennial man,English
Mick Jackson,Action Drama Sci-Fi Thriller,Don Cheadle,Anne Heche,Gaby Hoffmann,volcano,English
Alan J. Pakula,Action Crime Drama Thriller,Harrison Ford,Brad Pitt,Natascha McElhone,the devil's own,English
Kathryn Bigelow,Drama History Thriller War,Liam Neeson,Christian Camargo,Lex Shrapnel,k-19: the widowmaker,English
Josh Trank,Action Adventure Sci-Fi,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,fantastic four,English
John Milius,Adventure Fantasy,William Smith,Mako,Sandahl Bergman,conan the barbarian,English
Ron Howard,Biography Drama Sport,Paddy Considine,Bruce McGill,Rosemarie DeWitt,cinderella man,English
Andrey Konchalovskiy,Action Family Fantasy Musical,Shirley Henderson,Nathan Lane,Richard E. Grant,the nutcracker in 3d,English
Gary Ross,Drama History Sport,Jeff Bridges,Michael Angarano,Michael O'Neill,seabiscuit,English
Jan de Bont,Action Adventure Drama Thriller,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,twister,English
Rob Cohen,Action Crime Thriller,Paul Walker,Vin Diesel,Jordana Brewster,the fast and the furious,English
Robert Zemeckis,Adventure Drama Romance,Tom Hanks,Paul Sanchez,Nick Searcy,cast away,English
